Marca;Modelo;Versión;Año;Km;"Ficha Of.";Dueños;"Precio Vta";Min;Max;"Val Mercado";Márgen;Ubicación;Link;Cel;Part/Autom;Titulo;Moneda;Financiable;Type;"Acepta MercadoPago";"Fecha de Registro";Puntos;Perfil;Status;"Gestión administrativa";"Doble tracción";"Condición del ítem";Color;"Único dueño";Dirección;"Control de tracción";"Aire acondicionado";"Cierre centralizado de puertas";"Control eléctrico para los retrovisores";"Asientos eléctricos";GPS;"Faros con regulación automática";"Apoya cabeza en asientos traseros";"Asiento conductor regulable en altura";"Tapizado de cuero";"Sensor de luz";"Paragolpes pintados";"Sensor de estacionamiento";"Cristales eléctricos";"Respaldo trasero";"Apertura remota de baúl";"Aceleración alcohol";"Aceleración diesel";"Aceleración nafta";"Autonomía con alcohol";"Autonomía con diesel";"Autonomía con nafta";"Consumo promedio alcohol";"Consumo promedio diesel";"Consumo promedio nafta";Cilindros;"Distancia entre ejes";Cilindrada;"Capacidad del tanque";"Numero de velocidades";"Color de engomado";"Tablero con detalles en aluminio";"Android auto";"Apple CarPlay";"Tracción ASR";"Cierre automático de vidrios";"Asiento trasero con apoyabrazo central";"Tablero con detalles cromados";"Manijas externas de puertas cromadas";"Posavasos en apoyabrazos central trasero";"Asiento trasero con respaldo bipartido";"Asiento delantero conductor con regulación eléctrica de la inclinación del respaldo";"Asiento delantero pasajero con regulación eléctrica de la inclinación del respaldo";"Asiento delantero pasajero con regulación eléctrica de altura";"Asiento delantero conductor con regulación eléctrica longitudinal";"Asiento delantero pasajero con regulación eléctrica longitudinal";"Asiento delantero conductor con regulación eléctrica de inclinación";"Asiento delantero pasajero con regulación eléctrica de inclinación";"Asiento delantero integral bipartido";"Asiento delantero integral";"Sensor delantero de distancia para estacionamiento";"Asientos delanteros calefaccionados";"Asiento acompañante regulable en altura";"Regulación de altura del volante";"Asientos delanteros individuales";"Sistema ISOFIX";"Asiento trasero con regulación longitudinal";"Regulación longitudinal del volante";"Tiene licencia";"Porta equipaje en techo";Pintado;"Paragolpe delantero del color del vehículo";"Paragolpe trasero del color del vehículo";"Levantavidrios eléctricos delanteros";"Levantavidrios eléctricos traseros";"Sensor trasero de distancia para estacionamiento";"Apertura remota de puertas";"Airbag laterales delanteros";"Airbag laterales traseros";"Tablero con detalles en color especial";"Paragolpe trasero pintados de color especial";"Paragolpe delantero pintados de color especial";"Volante revestido en cuero";Taximetro;"Tablero con detalles en madera";Altura;Largo;Baúl;"Velocidad máxima con alcohol";"Velocidad máxima con diesel";"Velocidad máxima con nafta";"Capacidad de personas";Potencia;Versiones;"Detalle transmisión";"Válvulas por cilindro";Ancho;"Consumo medio en ciudad";"Piloto automático";"Aviso de punto ciego";Climatizador;"Porta vasos";"Control de velocidad crucero";"Alarma de luces encendidas";"Computadora de abordo";"Asiento trasero rebatible";"Techo solar eléctrico retráctil";"Faros de xenón";"Consumo medio en ruta";"Defensa delantera";"Soporte para rueda de auxilio";"Capota marítima";"Cobertor de caja";"Limpia/lava luneta";"Horario de contacto";Puertas;Motor;"Tipo de combustible";Transmisión;"Tipo de carrocería";"Tipo de vehículo";"Entrega a domicilio";"Tapizado de tela";"Tapizado de semicuero";"Inspección vehicular";"Test drive a domicilio";"Vehículo asegurado";Mercado;"Documentación en casa";"Acepta permuta";"Sanitiza el vehículo";"Tours virtuales";"Sensor de cambio de carril activo";"Aire acondicionado con control automático de la temperatura";"Aire acondicionado con controles individuales";"Rueda de auxilio de aleación";"Apoyabrazos entre los asientos delanteros";"Amplificador de audio";"Aire acondicionado automático con controles individuales";"Aire acondicionado automático con controles individuales del/tras (3 zonas)";"Aire acondicionado automático con controles individuales del/tras (4 zonas)";"Aire acondicionado automático con controles individuales delanteros/traseros";"Sistema de estacionamiento automático";"Destrabamiento automático de puertas en caso de accidente";"Accionamiento de luces auxiliares en caso de frenado brusco";"Cámara de retroceso";"Tapa de caja";"Viva-voz con sistema bluetooth";Blu-ray;"Llantas de aleación cromadas";"Manija de puertas cromadas";"Paragolpes delantero cromado";"Paragolpes trasero cromado";"Sistema de control de frenado en curva (CBC)";"Protector de cárter";"LCD en panel de instrumentos";"Con faros diurnos LED";"Apoyabrazos conductor";"Asiento del conductor con regulación eléctrica de altura";"Con modo Eco";"Espejo retrovisor interno electro crómico";"Motor con tecnología de reducción de emisiones (Efficiency)";"Espejos externos con inclinación automática en marcha atrás";"Espejos retrovisores externos rebatibles eléctricamente";"Con garantía de fábrica";"Apoyabrazos delanteros individuales";"LCD en respaldo asiento delantero";"Protector de tanque de combustible";"Cambio de marchas en el volante";"Teléfono celular manos libres";"Faros con encendido en caso de lluvia";"Faros con accionamiento automático-encendido";"Limpiador de faros";"Lavador de faros";"Sensor de cambio de carril";"LCD entre asientos delanteros";"LCD para asientos traseros";"Con faros de neblina LED";"Con faros delanteros LED";"Con faros traseros LED";"Llantas de lujo";"Vidrios manuales";"Con garantía mecánica";"Precio negociable";Estribos;"Llantas nuevas";"Luces exploradoras";"IPVA pago";"Manija de puertas en color del vehículo";"LCD en panel";"Techo de vidrio panorámico";"Techo solar panorámico";"Sensor de estacionamiento por cámara delantera";"Sensor de estacionamiento por cámara trasera";"Sistema de estacionamiento con gráficos";"Asiento del pasajero con regulación eléctrica de altura";"Cinturones de seguridad delanteros retráctiles";"Cinturones de seguridad delanteros retráctiles con regulación eléctrica de altura";"Cinturones de seguridad delanteros retráctiles con regulación de altura";"Cinturones de seguridad traseros retráctiles";"Cinturones de seguridad traseros retráctiles con regulación eléctrica de altura";"Cinturones de seguridad traseros retráctiles con regulación de altura";"LCD en techo";"Films de seguridad";"Techo solar sky window";"Llantas de aleación en color especial";"Manija de puertas en color especial";Alerón;"Rueda de auxilio de acero";"Llantas de acero";"Revisión tecnomecánica";"Rueda de auxilio temporal";"Tercera fila";"LCD con sistema touch screen";"Sistema de GPS con indicación por voz";"Sistema de comando de voz";Blindado;"Frenos ABS";Alarma;"Llantas de aleación";"Airbag de cortina";"Airbag conductor";"Repartidor electrónico de fuerza de frenado";"Sistema de bloqueo de encendido";"Faros antiniebla";"Faros antinieblas delanteros";"Airbag para conductor y pasajero";"Sensor de lluvia";"Faros antinieblas traseros";"Desempañador trasero";"Barra anti vuelco";"Airbag laterales";"Control de estabilidad";"Comando remoto para radio en el volante";"Tercera luz de freno led";AM/FM;"Entrada auxiliar";Bluetooth;CD;DVD;"Reproductor de MP3";"Tarjeta SD";"Entrada USB"
"Victory Auto";"K1 PICK UP CABINA SIMPLE";K1;2023;"0 km";;"ASTICARS SA";11990;;;;;Malvin;https://auto.mercadolibre.com.uy/MLU-645026966-victory-auto-pick-up-cabina-simple-camionetas-financiadas-_JM;N/A;;"Victory Auto Pick Up Cabina Simple Camionetas Financiadas";USD;Sí;gold_premium;false;N/A;N/A;http://perfil.mercadolibre.com.uy/ASTICARS+SA;active;N/A;N/A;Nuevo;Blanco;No;Eléctrica;Trasera;Sí;No;No;No;No;No;No;No;No;No;Sí;No;Sí;Sí;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;N/A;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;Sí;No;No;No;No;No;No;N/A;No;No;No;No;No;"Lunes a viernes de 9 a 12 30 y 13 30 a 18hs. Sábados de 9 30 a 13 hs.";2;1200;Nafta;Manual;Pick-Up;"Autos y camionetas";No;No;No;No;No;No;N/A;Sí;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;No;No;No;No;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sí;No;No;No;No;Sí;No;No;Sí;Sí;No;Sí;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;Sí
"Victory Auto";Furgon;Furgon;2023;"0 km";;"ASTICARS SA";13490;;;;;Malvin;https://auto.mercadolibre.com.uy/MLU-645013986-victory-auto-0km-furgon-camionetas-permuto-_JM;N/A;;"Victory Auto 0km. Furgón Camionetas Permuto ";USD;Sí;gold_premium;false;N/A;N/A;http://perfil.mercadolibre.com.uy/ASTICARS+SA;active;N/A;N/A;Nuevo;Blanco;No;Eléctrica;Trasera;Sí;No;No;No;No;No;No;No;No;No;Sí;No;No;No;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;N/A;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;N/A;No;Sí;No;No;No;"Lunes a Viernes de 9:00 a 12:30 a 13:30 a 18:00";5;1.2;Nafta;Manual;Furgón;"Autos y camionetas";No;No;No;No;No;No;N/A;No;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;No;No;No;No;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sí;No;No;No;Sí;No;No;No;Sí;Sí;No;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No
"Victory Auto";"Boxer Furgon";Full;2021;"27000 km";;GLMOTORS3;11990;;;;;Cerrito;https://auto.mercadolibre.com.uy/MLU-665679510-victory-box-furgon-gl-motors-financiamos-100-en-pesos-_JM;N/A;;"Victory Box Furgon ((gl Motors)) Financiamos 100% En Pesos ";USD;Sí;gold_premium;false;N/A;N/A;http://perfil.mercadolibre.com.uy/GLMOTORS3;active;N/A;N/A;Usado;Blanco;N/A;Hidráulica;Delantera;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4;1.2;Nafta;N/A;Furgón;"Autos y camionetas";N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
"Victory Auto";"K1 BOX REFIRGERADO";"K1 refrigerado";2023;"0 km";;"ASTICARS SA";18890;;;;;Malvin;https://auto.mercadolibre.com.uy/MLU-645000990-victory-auto-pick-up-con-box-refrigerado-5-furgon-_JM;N/A;;"Victory Auto Pick Up Con Box Refrigerado -5° Furgón ";USD;Sí;gold_premium;false;N/A;N/A;http://perfil.mercadolibre.com.uy/ASTICARS+SA;active;N/A;N/A;Nuevo;Blanco;No;Eléctrica;Trasera;Sí;No;No;No;No;No;No;No;No;No;Sí;No;Sí;No;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;N/A;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;Sí;No;No;No;No;No;No;N/A;No;No;No;No;No;"Lunes a viernes de 9 a 12 30 y de 13 30 a 18hs. Sábados de 9 30 a 13hs.";5;1.2;Nafta;Manual;Pick-Up;"Autos y camionetas";No;No;No;No;No;No;N/A;No;Sí;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;No;No;No;No;No;Sí;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sí;No;No;No;No;No;No;No;Sí;Sí;No;Sí;No;No;No;No;No;No;Sí;No;No;No;No;No;No;Sí
"Victory Auto";"Doble Cabina";"Doble Cabina";2022;"0 km";;NIMBUSTAR1162;13490;;;;;Buceo;https://auto.mercadolibre.com.uy/MLU-635186727-victory-doble-cabina-12-2022-0km-_JM;N/A;;"Victory Doble Cabina 1.2 2022 0km";USD;Sí;gold_premium;false;N/A;N/A;http://perfil.mercadolibre.com.uy/NIMBUSTAR1162;active;N/A;N/A;Nuevo;N/A;N/A;Asistida;N/A;Sí;No;No;No;No;No;No;No;No;No;No;No;Sí;No;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"1200 cc";N/A;5;N/A;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;N/A;No;No;No;No;No;No;No;No;No;No;No;No;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;No;No;No;No;No;No;No;No;N/A;No;No;No;No;No;"Lun. a Vie. 9 a 19 hs. Sáb. de 9 a 13 hs.";4;1.2;Nafta;Manual;N/A;"Autos y camionetas";No;N/A;N/A;N/A;No;N/A;N/A;No;Sí;No;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Sí;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;No;No;N/A;N/A;N/A;No;No;No;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;No;N/A;N/A;No;Sí;No;No;No;Sí;Sí;No;No;Sí;Sí;No;No;No;No;No;No;No;No;Sí;Sí;No;No;No;No;No;No
"Victory Auto";"BOX CON FRIO -18";"BOX CON EQUIPO DE FRIO -18";2024;"0 km";;"ASTICARS SA";19990;;;;;Malvin;https://auto.mercadolibre.com.uy/MLU-630583367-victory-auto-box-frio-18-p-congelados-0km-financio--_JM;N/A;;"Victory Auto Box Frio -18° P/ Congelados 0km. Financio !";USD;Sí;gold_premium;false;N/A;N/A;http://perfil.mercadolibre.com.uy/ASTICARS+SA;active;N/A;N/A;Nuevo;Blanco;N/A;Eléctrica;4x2;Sí;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Sí;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"LUNES A VIERNES 09.00 A 12.30, 13.30  A 18.00, SABADOS DE 09.30  A 13.00";5;"1.2 Tecnología Suzuki";Nafta;Manual;Furgón;"Autos y camionetas";N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Sí;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Sí;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Sí;N/A;N/A;N/A;Sí;N/A;N/A;N/A;N/A;Sí;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Sí;Sí;Sí;N/A;N/A;Sí;N/A;Sí
"Victory Auto";"Doble Cabina";"Doble Cabina";2023;"0 km";;"ASTICARS SA";13490;;;;;Malvin;https://auto.mercadolibre.com.uy/MLU-663328548-victory-doble-cabina-_JM;N/A;;"Victory Doble Cabina ";USD;Sí;gold_premium;false;N/A;N/A;http://perfil.mercadolibre.com.uy/ASTICARS+SA;active;N/A;N/A;Nuevo;Blanco;N/A;Asistida;Trasera;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"Lunes a Viernes de 09 a 12:30 y de 13:30 a 18Hs Sabado de 09:30 a 13hs";4;1.2;Nafta;Manual;"Light Truck";"Autos y camionetas";N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
"Victory Auto";Minibus;Minibus;2023;"2000 km";;"ASTICARS SA";16300;;;;;Malvin;https://auto.mercadolibre.com.uy/MLU-662202278-victory-mini-bus-_JM;N/A;;"Victory Mini Bus ";USD;Sí;gold_premium;false;N/A;N/A;http://perfil.mercadolibre.com.uy/ASTICARS+SA;active;N/A;N/A;Usado;Blanco;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"Lunes a Viernes de 09 a 12:30 y de 13:30 a 18Hs Sabados de 09:30 a 13hs";5;N/A;Nafta;N/A;N/A;"Autos y camionetas";N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
"Victory Auto";"Pick Up";Electrica;2024;"0 km";;"ASTICARS SA";23800;;;;;Malvin;https://auto.mercadolibre.com.uy/MLU-654402958-victory-pick-up-electrica-camionetas-electricas-_JM;N/A;;"Victory Pick Up Electrica Camionetas Electricas";USD;Sí;gold_premium;false;N/A;N/A;http://perfil.mercadolibre.com.uy/ASTICARS+SA;active;N/A;N/A;Nuevo;Blanco;N/A;Asistida;Trasera;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"Lunes a Viernes de 09 a 12:30 y de 13:30 a 18hs y Sabados de 09:30 a 13hs";2;N/A;Eléctrico;Automática;N/A;"Autos y camionetas";N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
"Victory Auto";"Pick Up";"Pick Up";2021;"80000 km";;"ASTICARS SA";9000;;;;;Malvin;https://auto.mercadolibre.com.uy/MLU-667670090-victory-pick-up-_JM;N/A;;"Victory Pick Up";USD;Sí;gold_premium;false;N/A;N/A;http://perfil.mercadolibre.com.uy/ASTICARS+SA;active;N/A;N/A;Usado;Blanco;N/A;Hidráulica;Trasera;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;No;N/A;N/A;N/A;N/A;No;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;"Lunes a viernes de 09 a 12:30 y de 13:30 a 18Hs, Sábados de 09:30 a 13Hs";2;1.2;Nafta;Manual;Pick-Up;"Autos y camionetas";N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
